Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume,Log_Return,Realized_Volatility_Daily,Rolling_Mean_Log_Return
2015-02-24,37.91593170166016,45.400001525878906,0.0,45.48500061035156,44.10499954223633,44.595001220703125,0.0,292732,0.0221601720093099,41.31889796566752,0.0065147255293849
2015-02-25,37.43154525756836,44.81999969482422,0.0,45.45000076293945,44.54999923706055,45.45000076293945,0.0,168769,-0.0128575802865959,39.464325487464706,0.0074424423372578
2015-02-26,37.65703582763672,45.09000015258789,0.0,45.35499954223633,44.560001373291016,45.099998474121094,0.0,160206,0.0060060063630405,39.419211634156866,0.0076291740020406
2015-02-27,37.824066162109375,45.290000915527344,0.0,45.369998931884766,44.369998931884766,45.25,0.0,171646,0.0044257596327983,38.21256160384942,0.0087408956421969
2015-03-02,38.32516098022461,45.88999938964844,0.0,47.10499954223633,45.46500015258789,45.79999923706055,0.0,497188,0.0131610541544586,37.96733885190863,0.0083490159652963
2015-03-03,38.62163543701172,46.244998931884766,0.0,46.95000076293945,46.04999923706055,46.189998626708984,0.0,310134,0.0077059978505627,37.90084039242444,0.0080284880847908
2015-03-04,38.4546012878418,46.04499816894531,0.0,46.540000915527344,45.3650016784668,46.150001525878906,0.0,193609,-0.0043342648203235,36.751119931504114,0.0061456236253493
2015-03-05,38.87635803222656,46.54999923706055,0.0,46.95000076293945,46.0099983215332,46.41999816894531,0.0,183493,0.0109079450175623,36.67816693378611,0.0059932416635731
2015-03-06,39.339866638183594,47.10499954223633,0.0,47.39500045776367,46.560001373291016,46.61000061035156,0.0,176251,0.0118521197809775,36.65607314757297,0.0059466656723219
2015-03-09,39.48601150512695,47.279998779296875,0.0,47.279998779296875,46.560001373291016,47.150001525878906,0.0,121984,0.0037080470992171,36.6469015731605,0.0059917027446958
2015-03-10,38.50053787231445,46.099998474121094,0.0,47.29999923706055,45.68000030517578,47.29999923706055,0.0,224176,-0.0252742581686871,35.96930429504483,0.0062554586598237
2015-03-11,39.38580322265625,47.15999984741211,0.0,47.2400016784668,46.0099983215332,46.08000183105469,0.0,240837,0.0227332151678099,35.852829451861915,0.0078412687585072
2015-03-12,39.26887893676758,47.02000045776367,0.0,47.32500076293945,46.4900016784668,47.0,0.0,167670,-0.0029731064650334,35.52767652461823,0.0081422171962839
2015-03-13,39.874366760253906,47.744998931884766,0.0,47.79499816894531,46.66999816894531,47.099998474121094,0.0,161592,0.0153013597499268,35.24098875832387,0.0078015251686464
2015-03-16,39.52360153198242,47.32500076293945,0.0,47.79999923706055,46.7599983215332,47.14500045776367,0.0,316583,-0.0088356797487629,35.48832317769224,0.0075750260882196
2015-03-17,38.19571685791016,45.73500061035156,0.0,47.47999954223633,45.52000045776367,47.17499923706055,0.0,358428,-0.0341746154218849,38.40631515488462,0.005571653382826
2015-03-18,37.55681991577149,44.970001220703125,0.0,45.959999084472656,44.154998779296875,45.64500045776367,0.0,367999,-0.0168684012112896,36.70097545770576,0.0063329415966356
2015-03-19,39.20206069946289,46.939998626708984,0.0,47.404998779296875,44.584999084472656,45.20000076293945,0.0,370207,0.0428743303021906,38.58464489428715,0.0073633298061014
2015-03-20,39.030860900878906,46.73500061035156,0.0,47.439998626708984,46.65999984741211,47.0,0.0,325614,-0.0043766759150407,29.15696167921653,0.0035254169590309
2015-03-23,38.78449249267578,46.439998626708984,0.0,46.85499954223633,45.8650016784668,46.5,0.0,202631,-0.006332149650673,27.945743999435184,0.0019144414793054
2015-03-24,38.85130310058594,46.52000045776367,0.0,46.81999969482422,45.900001525878906,46.099998474121094,0.0,209768,0.0017211293809071,27.84231558075828,0.0022157335628795
2015-03-25,38.11219787597656,45.6349983215332,0.0,46.599998474121094,45.6349983215332,45.9900016784668,0.0,157147,-0.0192072329744314,27.794822938186964,0.0002458571350823
2015-03-26,37.694618225097656,45.1349983215332,0.0,45.16999816894531,44.17499923706055,45.02000045776367,0.0,229578,-0.0110170535054275,27.68936822292763,0.0003335012675189
2015-03-27,37.25615692138672,44.61000061035156,0.0,45.3650016784668,44.55500030517578,45.185001373291016,0.0,294401,-0.0117001139664626,27.917778071348803,-0.0005096473196002
2015-03-30,37.452423095703125,44.845001220703125,0.0,44.915000915527344,44.59000015258789,44.625,0.0,376438,0.0052541923776472,27.93833124449839,-0.0004701981412741
2015-03-31,37.5860481262207,45.005001068115234,0.0,45.34000015258789,44.32500076293945,44.5,0.0,469497,0.0035615110379322,27.530665918434,-0.0009273192420611
2015-04-01,38.15394973754883,45.685001373291016,0.0,45.9900016784668,45.0,45.01499938964844,0.0,383129,0.0149963630921151,27.94427275879191,-0.0005801589924633
2015-04-02,37.920108795166016,45.404998779296875,0.0,45.7400016784668,45.25,45.70000076293945,0.0,174903,-0.0061477377015993,27.983202503885583,-0.0006665148439526
2015-04-07,37.99945068359375,45.5,0.0,45.720001220703125,45.35499954223633,45.650001525878906,0.0,238094,0.0020901574734607,27.67942083383828,-0.0010864094889099
2015-04-08,38.50889205932617,46.11000061035156,0.0,46.349998474121094,45.810001373291016,46.209999084472656,0.0,300294,0.0133174732788886,27.77311044904952,-0.0010166307509141
2015-04-09,40.09567642211914,48.0099983215332,0.0,48.150001525878906,46.5099983215332,46.63999938964844,0.0,282431,0.0403793313963737,31.351080036791195,0.0007296208822837
2015-04-10,40.646881103515625,48.66999816894531,0.0,49.654998779296875,47.97999954223633,48.20000076293945,0.0,345225,0.0136535988272244,30.12170114987637,0.0025833283582795
2015-04-13,40.68028259277344,48.709999084472656,0.0,48.8650016784668,48.2400016784668,48.435001373291016,0.0,120346,0.0008214104517547,29.188454881426622,0.0015399090860864
2015-04-14,40.21260070800781,48.150001525878906,0.0,49.060001373291016,48.0,48.790000915527344,0.0,184148,-0.0115631209236391,29.515775181086195,0.0011308607785338
2015-04-15,40.37545394897461,48.345001220703125,0.0,48.75,48.10499954223633,48.154998779296875,0.0,125674,0.0040416278402691,29.075645898034747,0.0005946830685501
2015-04-16,39.331512451171875,47.095001220703125,0.0,48.46500015258789,46.970001220703125,48.349998474121094,0.0,305871,-0.0261959836861733,30.418292990012795,-0.0002319980713265
2015-04-17,38.12472152709961,45.650001525878906,0.0,46.994998931884766,45.04499816894531,46.77000045776367,0.0,372595,-0.0311631104180218,29.99697689741583,-8.85930711426013e-05
2015-04-20,38.39614486694336,45.974998474121094,0.0,46.185001373291016,45.564998626708984,45.564998626708984,0.0,138556,0.0070941297701641,29.434127720453446,0.0010524798327361
2015-04-21,38.02032470703125,45.525001525878906,0.0,46.494998931884766,45.39500045776367,46.16999816894531,0.0,157358,-0.0098361830131131,25.242874656372233,-0.0014575446108497
2015-04-22,38.33351135253906,45.900001525878906,0.0,46.119998931884766,44.95000076293945,45.44499969482422,0.0,179122,0.0082036062129097,25.441091574368773,-0.0008584835571378
2015-04-23,38.06208419799805,45.57500076293945,0.0,46.08000183105469,45.005001068115234,45.849998474121094,0.0,161856,-0.0071058624437181,25.46417814499072,-0.0008953270234733
2015-04-24,38.39197540283203,45.970001220703125,0.0,46.095001220703125,45.474998474121094,45.584999084472656,0.0,131786,0.008629842651095,25.671651425529873,-0.0005663406772738
2015-04-27,39.24799728393555,46.994998931884766,0.0,46.994998931884766,45.6150016784668,46.27000045776367,0.0,178260,0.0220519544424965,25.881056493258797,0.001398382533056
2015-04-28,39.14777755737305,46.875,0.0,47.459999084472656,46.45000076293945,47.0,0.0,190741,-0.0025567648603625,25.52216704634724,0.0018012534209162
2015-04-29,37.803184509277344,45.26499938964844,0.0,47.27000045776367,45.18000030517578,47.20000076293945,0.0,216855,-0.0349503080989457,28.28295178088353,0.0006941013193694
2015-04-30,38.42954635620117,46.01499938964844,0.0,46.16999816894531,44.790000915527344,45.540000915527344,0.0,228612,0.0164332547344852,28.78631925611962,0.001226437622076
2015-05-04,38.46295547485352,46.05500030517578,0.0,46.30500030517578,45.59000015258789,46.02000045776367,0.0,102471,0.0008689825394965,28.773513410358596,0.0010982219792933
2015-05-05,38.18318176269531,45.720001220703125,0.0,47.01499938964844,45.584999084472656,46.064998626708984,0.0,219521,-0.007300431954332,28.44111064771887,3.646983422444543e-05
2015-05-06,37.874168395996094,45.349998474121094,0.0,45.724998474121094,44.52000045776367,45.59000015258789,0.0,249544,-0.0081258436267241,28.505469898023755,-5.772568601959158e-05
2015-05-07,39.92447662353515,47.80500030517578,0.0,48.04499816894531,44.689998626708984,45.849998474121094,0.0,287891,0.0527202779770458,34.03249397282548,0.0023532324331987
2015-05-08,40.63017654418945,48.650001525878906,0.0,49.150001525878906,47.744998931884766,48.400001525878906,0.0,310879,0.0175214701343567,34.24008103915316,0.0025534227596496
2015-05-11,41.3651123046875,49.529998779296875,0.0,49.869998931884766,48.310001373291016,48.5,0.0,235684,0.0179267724488051,31.84309485472074,0.0014842532859558
2015-05-12,40.77215576171875,48.81999969482422,0.0,49.5099983215332,47.959999084472656,49.0,0.0,150455,-0.0144384359974992,31.98131449700819,0.0001465373419214
2015-05-13,40.11250686645508,47.73500061035156,0.3,49.5,47.56999969482422,49.32500076293945,0.0,272485,-0.016311213993942,32.49830276268357,-0.0006693019173974
2015-05-14,40.85618591308594,48.619998931884766,0.0,48.68000030517578,47.005001068115234,47.45000076293945,0.0,173183,0.0183700621666658,32.898174963659855,0.0007560877535694
2015-05-15,41.25113296508789,49.09000015258789,0.0,50.70000076293945,48.494998931884766,48.89500045776367,0.0,301603,0.0096203384412638,33.028906695840924,0.001021740639331
2015-05-18,41.41499328613281,49.28499984741211,0.0,49.779998779296875,48.724998474121094,49.28499984741211,0.0,117329,0.0039643937144217,31.46583274972417,0.0024579490869784
2015-05-19,42.44438552856445,50.5099983215332,0.0,50.869998931884766,49.3650016784668,49.3650016784668,0.0,254528,0.0245516712606758,29.789107813429048,0.0051110339288212
2015-05-20,41.94859313964844,49.91999816894531,0.0,50.58000183105469,49.369998931884766,50.38999938964844,0.0,130050,-0.0117497474476311,30.358502662165243,0.0042137064422595
2015-05-21,42.27632141113281,50.310001373291016,0.0,50.40999984741211,49.60499954223633,49.60499954223633,0.0,91607,0.0077822560524247,29.92842581490968,0.0050526797310946
2015-05-22,41.52423858642578,49.415000915527344,0.0,50.400001525878906,49.375,50.400001525878906,0.0,172316,-0.0179498327415642,30.9672522656606,0.0038072778761197
2015-05-26,40.889801025390625,48.65999984741211,0.0,50.06999969482422,48.47999954223633,49.939998626708984,0.0,199055,-0.0153966507920683,31.48023902175282,0.0034124784309601
2015-05-27,42.01582336425781,50.0,0.0,50.119998931884766,48.92499923706055,49.29999923706055,0.0,180171,0.0271656258300852,32.53747685772075,0.0042951347728168
2015-05-28,41.305755615234375,49.154998779296875,0.0,50.029998779296875,48.904998779296875,49.9900016784668,0.0,150705,-0.0170444426993532,32.67161707440066,0.0024334015755859
2015-05-29,40.22175216674805,47.8650016784668,0.0,49.1349983215332,47.8650016784668,49.1349983215332,0.0,152975,-0.0265939034416151,34.20755109304754,0.0012887759288595
2015-06-01,40.015869140625,47.619998931884766,0.0,48.3849983215332,47.400001525878906,48.04999923706055,0.0,152735,-0.0051318440055875,31.61148930717222,0.002708702790448
2015-06-02,40.51165390014648,48.209999084472656,0.0,48.44499969482422,47.26499938964844,47.75,0.0,171938,0.0123135793875129,31.41157327877091,0.0025125277739255
2015-06-03,40.86458587646485,48.630001068115234,0.0,48.88999938964844,48.03499984741211,48.5,0.0,122108,0.008674133633734,31.478471192575437,0.0028842016355559
2015-06-04,39.9570426940918,47.54999923706055,0.0,48.5,47.38999938964844,48.310001373291016,0.0,115582,-0.0224588725874929,32.54969302237159,0.0021623711292149
2015-06-05,39.57050323486328,47.09000015258789,0.0,47.595001220703125,46.779998779296875,47.349998474121094,0.0,119539,-0.0097209714852731,32.6200000850276,0.0020864126597602
2015-06-08,39.06210708618164,46.48500061035156,0.0,47.314998626708984,46.334999084472656,47.20500183105469,0.0,154830,-0.0129311040498104,27.081519223294254,-0.0010398436272329
2015-06-09,39.35621643066406,46.834999084472656,0.0,46.939998626708984,45.310001373291016,46.26499938964844,0.0,216582,0.0075010714415345,26.40989094467279,-0.0015170054697482
2015-06-10,41.00324249267578,48.79499816894531,0.0,48.94499969482422,46.54999923706055,46.875,0.0,161291,0.0409972084706368,29.664949265683504,-0.0004184132782324
2015-06-11,40.72593307495117,48.46500015258789,0.0,49.2599983215332,48.34000015258789,48.51499938964844,0.0,144625,-0.0067860829378003,29.314926458544555,-5.401551348490408e-05
2015-06-12,39.847801208496094,47.41999816894531,0.0,48.400001525878906,46.810001373291016,48.150001525878906,0.0,114478,-0.0217978388129426,29.770509173436366,-0.0003152833620087
2015-06-15,38.683963775634766,46.03499984741211,0.0,46.834999084472656,45.54499816894531,46.81999969482422,0.0,143847,-0.0296420855766908,30.633847847416355,-0.0026015761116923
2015-06-16,39.532684326171875,47.04499816894531,0.0,47.28499984741211,45.11000061035156,45.83000183105469,0.0,170629,0.0217026396164519,31.54204333456572,-0.0020262284366834
2015-06-17,38.60833740234375,45.94499969482422,0.0,47.17499923706055,45.94499969482422,46.959999084472656,0.0,139050,-0.0236595330268502,32.34735324116725,-0.0033416535196011
2015-06-18,38.45708084106445,45.76499938964844,0.0,45.869998931884766,44.38999938964844,45.54499816894531,0.0,194704,-0.0039254119149981,30.66317901638344,-0.0046977050993951
2015-06-19,38.86883544921875,46.255001068115234,0.0,46.98500061035156,45.915000915527344,45.970001220703125,0.0,238116,0.0106499481601068,31.00453175235885,-0.0036310529275981
2015-06-22,40.08309173583984,47.70000076293945,0.0,48.15999984741211,47.095001220703125,47.29999923706055,0.0,142072,0.030761808647571,33.08852878326852,-0.0025367885183054
2015-06-23,40.272159576416016,47.92499923706055,0.0,48.494998931884766,47.84000015258789,48.494998931884766,0.0,125082,0.0047058079314424,32.67429305601996,-0.0014579484862574
2015-06-24,39.5662956237793,47.084999084472656,0.0,48.23500061035156,46.89500045776367,48.23500061035156,0.0,190437,-0.0176827656107406,32.81069213279506,-0.0015668110966704
2015-06-25,39.15034484863281,46.59000015258789,0.0,47.43000030517578,46.38999938964844,46.77000045776367,0.0,140897,-0.0105684044477873,31.159894299663332,-0.003363669681331
2015-06-26,39.37302780151367,46.85499954223633,0.0,47.17499923706055,46.314998626708984,46.4900016784668,0.0,122975,0.0056717775185517,30.8873179517541,-0.0022819449090498
2015-06-29,38.36044692993164,45.650001525878906,0.0,45.95500183105469,44.5,44.599998474121094,0.0,313239,-0.0260541074267059,30.83261870606177,-0.0022562403369113
2015-06-30,38.2217903137207,45.48500061035156,0.0,46.39500045776367,44.875,45.779998779296875,0.0,204619,-0.0036211208424529,30.81888126050729,-0.0021843011386668
2015-07-01,39.49066925048828,46.994998931884766,0.0,47.7400016784668,46.19499969482422,46.23500061035156,0.0,184454,0.0326586424541471,32.82895906961068,-0.0012154886116842
2015-07-02,39.494873046875,47.0,0.0,47.22999954223633,46.76499938964844,46.880001068115234,0.0,149884,0.0001064447054085,32.63125364143964,-0.0016234737987473
2015-07-03,39.856204986572266,47.43000030517578,0.0,47.76499938964844,46.875,46.900001525878906,0.0,203585,0.0091072344851878,31.893022103383277,-0.0001203258429054
2015-07-06,39.0536994934082,46.474998474121094,0.0,47.09000015258789,46.310001373291016,46.310001373291016,0.0,170360,-0.0203404925407552,32.5213082379382,-0.0006260173217379
2015-07-07,38.18397521972656,45.439998626708984,0.0,46.540000915527344,45.275001525878906,46.435001373291016,0.0,290284,-0.0225216784122896,33.1618262608159,-0.0010827113389988
2015-07-08,37.595760345458984,44.7400016784668,0.0,45.48500061035156,44.7400016784668,45.27000045776367,0.0,179331,-0.0155246434646888,33.3760405425743,-0.0021791739535808
2015-07-09,38.36885070800781,45.65999984741211,0.0,45.7599983215332,44.70500183105469,44.70500183105469,0.0,152398,0.0203546636619955,30.57755432770355,-0.0031621522778018
2015-07-10,39.73015213012695,47.279998779296875,0.0,47.375,46.310001373291016,46.599998474121094,0.0,147062,0.0348644479881585,33.324516884936095,-0.00117879366228
2015-07-13,39.999061584472656,47.599998474121094,0.0,48.125,47.20000076293945,47.68000030517578,0.0,111584,0.0067455945317808,32.532668067297514,0.0001804174493734
2015-07-14,39.50327682495117,47.0099983215332,0.0,47.27000045776367,46.349998474121094,47.27000045776367,0.0,112678,-0.0124723673905676,31.01196559522065,0.000998023077284
2015-07-15,39.74696731567383,47.29999923706055,0.0,47.3849983215332,46.58000183105469,46.82500076293945,0.0,95419,0.0061499181845113,30.13248292963683,0.0002574172948107
2015-07-16,41.22592544555664,49.060001373291016,0.0,49.20500183105469,47.6150016784668,47.81999969482422,0.0,207194,0.0365337725982372,31.34088273834002,0.0031237651817196
2015-07-17,41.31416320800781,49.165000915527344,0.0,49.689998626708984,48.904998779296875,49.099998474121094,0.0,144882,0.0021380591541387,31.23603411390692,0.0034125018992976
2015-07-20,41.54104232788086,49.435001373291016,0.0,49.73500061035156,48.6349983215332,48.849998474121094,0.0,82180,0.0054765342855645,31.13307713869972,0.0031661488576527
2015-07-21,41.461212158203125,49.34000015258789,0.0,49.599998474121094,49.14500045776367,49.36000061035156,0.0,212300,-0.0019235668907318,29.445288537606523,0.0016097024034478
2015-07-22,41.200714111328125,49.029998779296875,0.0,49.224998474121094,48.60499954223633,48.900001525878906,0.0,71849,-0.0063027543872103,29.54940856052482,0.0010854851501786
2015-07-23,41.330963134765625,49.185001373291016,0.0,49.529998779296875,48.73500061035156,49.529998779296875,0.0,87510,0.0031563427744944,28.72707043464587,0.0020778236447136
2015-07-24,42.07464218139648,50.06999969482422,0.0,51.2599983215332,49.83000183105469,49.900001525878906,0.0,277747,0.0178333039574156,28.839747472787707,0.0034302859497233
2015-07-27,40.30998229980469,47.970001220703125,0.0,50.04999923706055,47.86000061035156,50.0099983215332,0.0,189777,-0.0428460977092712,33.089289400976554,0.0011199109388746
2015-07-28,41.25113296508789,49.09000015258789,0.0,49.150001525878906,48.099998474121094,48.165000915527344,0.0,203460,0.0230794401966892,32.351967251957404,0.0034596036828458
2015-07-29,40.85618591308594,48.619998931884766,0.0,49.57500076293945,48.220001220703125,49.29999923706055,0.0,161497,-0.0096203384412637,32.590646747924545,0.003173926654331
2015-07-30,41.30155563354492,49.150001525878906,0.0,49.20500183105469,48.279998779296875,48.98500061035156,0.0,152236,0.0108419261468457,30.88417471063832,0.0021350354016023
2015-07-31,41.65868377685547,49.57500076293945,0.0,49.73500061035156,48.935001373291016,49.290000915527344,0.0,114454,0.0086096749937319,30.956411237917585,0.0025399511296177
2015-08-03,42.56203079223633,50.650001525878906,0.0,50.79999923706055,49.404998779296875,49.814998626708984,0.0,139971,0.0214527189548764,31.595081342581548,0.00312783134246
2015-08-04,43.881324768066406,52.220001220703125,0.0,52.34000015258789,51.029998779296875,51.09000015258789,0.0,238485,0.0305262657767129,31.752485210442643,0.0055500579290061
2015-08-05,44.108211517333984,52.4900016784668,0.0,53.400001525878906,52.0099983215332,52.400001525878906,0.0,236115,0.0051571416717136,30.017575647359184,0.0068680969806253
2015-08-06,46.03253173828125,54.779998779296875,0.0,57.5,53.849998474121094,54.0,0.0,575405,0.0427023909080659,31.33389168319281,0.0096408129031375
2015-08-07,46.3182373046875,55.119998931884766,0.0,55.63999938964844,53.2599983215332,54.54999923706055,0.0,219010,0.0061874195714074,31.09981326500934,0.0089661822321571
2015-08-10,47.192169189453125,56.15999984741211,0.0,56.29999923706055,54.959999084472656,55.2400016784668,0.0,180569,0.0186921940183945,29.844314107295816,0.0081960749002636
2015-08-11,46.91486740112305,55.83000183105469,0.0,56.4900016784668,55.650001525878906,56.06999969482422,0.0,268506,-0.0058933444505007,30.252722529252303,0.0075942206630121
2015-08-12,45.40230178833008,54.029998779296875,0.0,55.0,53.66999816894531,54.91999816894531,0.0,213307,-0.0327718234282345,32.74375919993004,0.0066275798993136
2015-08-13,46.049339294433594,54.79999923706055,0.0,55.470001220703125,54.599998474121094,54.7400016784668,0.0,127966,0.0141506110835121,32.849434185490125,0.0070085652754565
2015-08-14,46.931671142578125,55.849998474121094,0.0,56.150001525878906,54.650001525878906,54.959999084472656,0.0,178894,0.0189793234033808,31.344547070367696,0.0061726391233205
2015-08-17,46.696380615234375,55.56999969482422,0.0,56.75,55.209999084472656,56.29999923706055,0.0,143095,-0.0050260796468921,31.565016334908886,0.0058314896566048
2015-08-18,47.099735260009766,56.04999923706055,0.0,56.40999984741211,55.029998779296875,55.310001373291016,0.0,162094,0.0086007214144142,31.5795880032972,0.0059802604722643
2015-08-19,45.839263916015625,54.54999923706055,0.0,55.779998779296875,54.54999923706055,55.540000915527344,0.0,151235,-0.0271263656009725,33.58129645498948,0.004780127200348
2015-08-20,43.78048324584961,52.099998474121094,0.0,54.27000045776367,51.880001068115234,54.0,0.0,300070,-0.0459528845147472,37.90253670342943,0.0028920257657034
2015-08-21,43.48637008666992,51.75,0.0,53.41999816894531,50.650001525878906,51.04999923706055,0.0,274030,-0.0067405724290726,38.05324111054796,0.0024207440893431
2015-08-24,42.07464218139648,50.06999969482422,0.0,50.86000061035156,48.45000076293945,50.0,0.0,337333,-0.0330023219187903,39.5511493156587,-9.912705577010326e-18
2015-08-25,44.368709564208984,52.79999923706055,0.0,53.970001220703125,50.459999084472656,50.709999084472656,0.0,427276,0.0530892457112844,40.4359641466414,0.0045683496866931
2015-08-26,44.48634719848633,52.939998626708984,0.0,54.5099983215332,51.5,51.880001068115234,0.0,288314,0.0026478561219692,39.854944505832776,0.0035954171117064
2015-08-27,46.25941848754883,55.04999923706055,0.0,55.540000915527344,53.88999938964844,54.790000915527344,0.0,241048,0.0390827486303876,41.40945707351331,0.005914611734166
2015-08-28,46.23421096801758,55.02000045776367,0.0,55.369998931884766,54.45000076293945,54.90999984741211,0.0,165913,-0.0005450650018539,41.427150824113816,0.0053723740604184
2015-08-31,46.23421096801758,55.02000045776367,0.0,55.040000915527344,54.11000061035156,54.79999923706055,0.0,98724,0.0,41.450448057789174,0.0049623895369073
2015-09-01,45.133392333984375,53.709999084472656,0.0,54.400001525878906,52.939998626708984,54.04999923706055,0.0,181614,-0.0240976421367439,42.18681674443883,0.0027933247230207
2015-09-02,45.03255462646485,53.59000015258789,0.0,54.56999969482422,53.58000183105469,53.709999084472656,0.0,181932,-0.0022367147012558,40.943701055448024,0.0012331827954983
2015-09-03,47.37704086303711,56.380001068115234,0.0,56.880001068115234,54.029998779296875,54.22999954223633,0.0,229832,0.0507520770176858,44.50046441185768,0.0034043701929256
2015-09-04,45.276248931884766,53.880001068115234,0.0,55.63999938964844,53.369998931884766,55.63999938964844,0.0,220387,-0.0453551525248261,45.173000020733056,-0.0007888461610216
2015-09-07,45.4359016418457,54.06999969482422,0.0,54.75,53.61000061035156,54.470001220703125,0.0,111503,0.0035199887511614,45.12917676172859,-0.0009158666762714
2015-09-08,46.25941848754883,55.04999923706055,0.0,55.459999084472656,54.59000015258789,54.599998474121094,0.0,209099,0.0179625085958327,45.08867385786901,-0.0009506136011553
2015-09-09,47.44426727294922,56.459999084472656,0.0,57.150001525878906,55.400001525878906,55.5,0.0,251238,0.0252906153915752,45.97076183851576,0.0005343368675149
2015-09-10,47.60392761230469,56.650001525878906,0.0,57.25,55.75,55.83000183105469,0.0,122667,0.0033595691052968,44.295124195906055,0.0022548793691117
2015-09-11,46.76360702514648,55.650001525878906,0.0,57.4900016784668,55.060001373291016,56.68000030517578,0.0,378009,-0.0178099979503596,44.60578874517363,0.000732945605594
2015-09-14,47.057716369628906,56.0,0.0,56.5,55.5099983215332,55.79999923706055,0.0,180577,0.0062695834429983,44.15178957696504,0.0001277198931948
2015-09-15,47.72157669067383,56.790000915527344,0.0,57.220001220703125,55.83000183105469,56.38999938964844,0.0,126291,0.0140087809527122,44.37041175960354,0.0010341418265093
2015-09-16,48.48625564575195,57.70000076293945,0.0,58.790000915527344,57.09000015258789,57.18000030517578,0.0,270192,0.0158967318916061,44.60580185469944,0.0013815708968517
2015-09-17,48.48625564575195,57.70000076293945,0.0,58.0,57.2599983215332,58.0,0.0,153344,0.0,43.35572833216827,0.0026733025921362
2015-09-18,47.91484069824219,57.02000045776367,0.0,57.5099983215332,56.13999938964844,57.5,0.0,185708,-0.0118550859177421,39.907087102334984,0.0042970072872316
2015-09-21,47.41065216064453,56.41999816894531,0.0,57.34000015258789,55.560001373291016,56.349998474121094,0.0,282496,-0.0105783505353893,40.06760134920346,0.0041142559488356
2015-09-22,43.58720779418945,51.869998931884766,0.0,56.66999816894531,51.68000030517578,56.45000076293945,0.0,456764,-0.084083224491565,49.20782763991226,0.0016818320167987
2015-09-23,44.872894287109375,53.400001525878906,0.0,54.029998779296875,51.08000183105469,51.7599983215332,0.0,321173,0.0290702136541631,46.60258677204507,0.0005380685855072
2015-09-24,43.8140983581543,52.13999938964844,0.0,54.38999938964844,51.72999954223633,53.5099983215332,0.0,340495,-0.0238782758301424,47.3747519381108,-0.0007250805550694
2015-09-25,45.318267822265625,53.93000030517578,0.0,54.310001373291016,53.130001068115234,53.5,0.0,198331,0.0337545684717147,46.82665008178461,-0.0009788034197681
